CheckingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentDuration,InstallmentRate,PersonalStatus,Guarantor,ResidenceDuration,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,Risk
1,10,Critical account,Car (new),1038,< 100 DM,4 - 7 years,4,Male single,Co-applicant,3,Building society savings,49,None,Own,2,Skilled,2,Yes,No,Low Risk
4,10,Existing credits paid back,Car (used),2848,100 <= savings < 500,1 - 4 years,1,Male single,Co-applicant,2,Real estate,32,None,Own,1,Skilled,1,No,No,Low Risk
4,12,Existing credits paid back,Car (used),1413,>= 1000 DM,4 - 7 years,3,Male single,None,2,Building society savings,55,None,Own,1,Skilled,2,No,Yes,Low Risk
4,30,Critical account,Radio/TV,3077,Unknown / None,>= 7 years,3,Male single,None,2,Car or other,40,None,Own,2,Skilled,1,Yes,No,Low Risk
1,24,All credits paid back,Car (used),3632,< 100 DM,1 - 4 years,1,Female divorced/separated/married,Guarantor,4,Car or other,22,Bank,Rent,1,Skilled,2,No,Yes,Low Risk
4,18,Critical account,Car (used),3229,Unknown / None,Unemployed,2,Male single,None,4,Unknown / None,38,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,9,Existing credits paid back,Car (new),3577,100 <= savings < 500,1 - 4 years,1,Male single,Guarantor,2,Real estate,26,None,Rent,1,Skilled,1,No,Yes,Low Risk
4,12,Critical account,Car (new),682,100 <= savings < 500,4 - 7 years,4,Female divorced/separated/married,None,3,Car or other,51,None,Own,2,Skilled,2,Yes,No,Low Risk
4,10,Existing credits paid back,Radio/TV,1924,< 100 DM,1 - 4 years,1,Male single,None,4,Building society savings,38,None,Own,1,Skilled,2,Yes,Yes,Low Risk
4,10,Existing credits paid back,Education,727,500 <= savings < 1000,>= 7 years,4,Male single,None,4,Unknown / None,46,None,Free,1,Skilled,2,Yes,No,Low Risk
3,10,Critical account,Car (new),781,< 100 DM,>= 7 years,4,Male single,None,4,Unknown / None,63,None,Free,2,Skilled,2,Yes,No,Low Risk
1,12,Critical account,Car (new),2121,< 100 DM,1 - 4 years,4,Male single,None,2,Building society savings,30,None,Own,2,Skilled,2,No,No,Low Risk
4,12,Critical account,Education,701,< 100 DM,1 - 4 years,4,Male single,None,2,Car or other,32,None,Own,2,Skilled,2,No,No,Low Risk
4,10,Critical account,Furniture/equipment,2069,Unknown / None,1 - 4 years,2,Male married/widowed,None,1,Car or other,26,None,Own,2,Skilled,2,No,Yes,Low Risk
4,24,Existing credits paid back,Car (new),1525,>= 1000 DM,4 - 7 years,4,Female divorced/separated/married,None,3,Car or other,34,None,Own,1,Skilled,1,Yes,No,Low Risk
4,48,Critical account,Business,7629,Unknown / None,>= 7 years,4,Male divorced/separated,None,2,Car or other,46,Bank,Own,2,Highly skilled,1,No,No,Low Risk
1,12,Critical account,Car (new),3499,< 100 DM,1 - 4 years,3,Female divorced/separated/married,Co-applicant,2,Real estate,29,None,Own,2,Skilled,2,No,No,High Risk
4,6,Existing credits paid back,Radio/TV,1346,100 <= savings < 500,>= 7 years,2,Male single,None,4,Unknown / None,42,Bank,Free,1,Skilled,1,Yes,No,Low Risk
4,36,Critical account,Car (used),10477,Unknown / None,>= 7 years,2,Male single,None,4,Unknown / None,42,None,Free,2,Skilled,2,No,No,Low Risk
1,24,Existing credits paid back,Car (used),2924,< 100 DM,1 - 4 years,3,Male single,Guarantor,4,Unknown / None,63,Bank,Own,1,Skilled,1,Yes,No,Low Risk
4,10,Critical account,Car (new),1231,< 100 DM,>= 7 years,3,Male single,None,4,Real estate,32,None,Own,2,Unskilled,1,No,Yes,Low Risk
3,18,Existing credits paid back,Car (new),1961,< 100 DM,>= 7 years,3,Female divorced/separated/married,None,2,Car or other,23,None,Own,1,Highly skilled,2,No,No,Low Risk
4,15,Critical account,Car (new),5045,Unknown / None,>= 7 years,1,Female divorced/separated/married,None,4,Car or other,59,None,Own,1,Skilled,2,Yes,No,Low Risk
4,12,Critical account,Car (new),1255,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,61,None,Own,2,Unskilled,2,No,No,Low Risk
1,12,Existing credits paid back,Furniture/equipment,1858,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Car or other,22,None,Rent,1,Skilled,2,No,No,Low Risk
4,6,Critical account,Furniture/equipment,1221,Unknown / None,1 - 4 years,1,Male married/widowed,None,2,Building society savings,27,None,Own,2,Skilled,2,No,No,Low Risk
4,9,Existing credits paid back,Furniture/equipment,1388,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,2,Real estate,26,None,Rent,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,2279,Unknown / None,1 - 4 years,4,Male single,None,4,Unknown / None,37,None,Free,1,Skilled,2,Yes,No,Low Risk
4,12,No credit history,Furniture/equipment,2759,< 100 DM,>= 7 years,2,Male single,None,4,Building society savings,34,None,Own,2,Skilled,2,No,No,Low Risk
3,24,Existing credits paid back,Radio/TV,1258,500 <= savings < 1000,1 - 4 years,3,Female divorced/separated/married,None,3,Car or other,57,None,Own,1,Unskilled,2,No,No,Low Risk
2,12,No credit history,Retraining,1410,< 100 DM,1 - 4 years,2,Male single,None,2,Real estate,31,None,Own,1,Unskilled,2,Yes,No,Low Risk
1,15,Existing credits paid back,Car (new),1403,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,4,Car or other,28,None,Rent,1,Skilled,2,No,No,Low Risk
1,24,Existing credits paid back,Furniture/equipment,3021,< 100 DM,1 - 4 years,2,Male divorced/separated,None,2,Real estate,24,None,Rent,1,Unskilled,2,No,No,Low Risk
1,24,Existing credits paid back,Business,6568,< 100 DM,1 - 4 years,2,Male married/widowed,None,2,Car or other,21,Stores,Own,1,Unskilled,2,No,No,Low Risk
4,24,Critical account,Radio/TV,2578,>= 1000 DM,>= 7 years,2,Male single,None,2,Car or other,34,None,Own,1,Skilled,2,No,No,Low Risk
2,24,Critical account,Car (used),7758,>= 1000 DM,>= 7 years,2,Female divorced/separated/married,None,4,Unknown / None,29,None,Rent,1,Skilled,2,No,No,Low Risk
1,6,Existing credits paid back,Domestic appliances,343,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Real estate,27,None,Own,1,Skilled,2,No,No,Low Risk
4,21,Delay in paying,Furniture/equipment,1591,100 <= savings < 500,4 - 7 years,4,Male single,None,3,Real estate,34,None,Own,2,Highly skilled,2,No,No,Low Risk
1,27,Existing credits paid back,Radio/TV,3416,< 100 DM,1 - 4 years,3,Male single,None,2,Car or other,27,None,Own,1,Highly skilled,2,No,No,Low Risk
1,12,No credit history,Repairs,1108,< 100 DM,4 - 7 years,4,Male single,None,3,Real estate,28,None,Own,2,Skilled,2,No,No,High Risk
2,27,Delay in paying,Car (used),5965,< 100 DM,>= 7 years,1,Male single,None,2,Car or other,30,None,Own,2,Highly skilled,2,Yes,No,Low Risk
2,15,Existing credits paid back,Repairs,1514,100 <= savings < 500,1 - 4 years,4,Male single,Guarantor,2,Real estate,22,None,Own,1,Skilled,2,No,No,Low Risk
4,30,Critical account,Radio/TV,6742,Unknown / None,4 - 7 years,2,Male single,None,3,Building society savings,36,None,Own,2,Skilled,2,No,No,Low Risk
1,18,Existing credits paid back,Furniture/equipment,3650,< 100 DM,< 1 year,1,Female divorced/separated/married,None,4,Car or other,22,None,Rent,1,Skilled,2,No,No,Low Risk
1,21,Existing credits paid back,Furniture/equipment,3599,< 100 DM,4 - 7 years,1,Female divorced/separated/married,None,4,Car or other,26,None,Rent,1,Unskilled,2,No,No,Low Risk
4,60,Critical account,Car (new),13756,Unknown / None,>= 7 years,2,Male single,None,4,Unknown / None,63,Bank,Free,1,Highly skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Car (new),276,< 100 DM,1 - 4 years,4,Male married/widowed,None,4,Real estate,22,None,Rent,1,Unskilled,2,No,No,Low Risk
4,42,Critical account,Furniture/equipment,4041,500 <= savings < 1000,1 - 4 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Radio/TV,458,< 100 DM,1 - 4 years,4,Male single,None,3,Real estate,24,None,Own,1,Skilled,2,No,No,Low Risk
2,9,Existing credits paid back,Furniture/equipment,918,< 100 DM,1 - 4 years,4,Female divorced/separated/married,None,1,Building society savings,30,None,Own,1,Skilled,2,No,No,High Risk
4,24,Existing credits paid back,Car (new),7393,< 100 DM,1 - 4 years,1,Male single,None,4,Building society savings,43,None,Own,1,Unskilled,1,No,No,Low Risk
3,10,Existing credits paid back,Domestic appliances,1225,< 100 DM,1 - 4 years,2,Male single,None,2,Car or other,37,None,Own,1,Skilled,2,Yes,No,Low Risk
1,24,Existing credits paid back,Car (used),2812,Unknown / None,>= 7 years,2,Female divorced/separated/married,None,4,Real estate,26,None,Rent,1,Skilled,2,No,No,Low Risk
4,15,Existing credits paid back,Car (used),3029,< 100 DM,4 - 7 years,2,Male single,None,2,Car or other,33,None,Own,1,Skilled,2,No,No,Low Risk
3,12,Critical account,Car (new),1480,500 <= savings < 1000,Unemployed,2,Male single,None,4,Unknown / None,66,Bank,Free,3,Unemployed,2,No,No,Low Risk
3,6,Critical account,Education,1047,< 100 DM,1 - 4 years,2,Female divorced/separated/married,None,4,Building society savings,50,None,Own,1,Unskilled,2,No,No,Low Risk
4,15,Critical account,Radio/TV,1471,< 100 DM,1 - 4 years,4,Male single,None,4,Unknown / None,35,None,Free,2,Skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Furniture/equipment,5511,100 <= savings < 500,1 - 4 years,4,Male single,None,1,Car or other,25,Stores,Own,1,Skilled,2,No,No,Low Risk
2,9,Existing credits paid back,Radio/TV,1206,< 100 DM,>= 7 years,4,Female divorced/separated/married,None,4,Real estate,25,None,Own,1,Skilled,2,No,No,Low Risk
2,24,Delay in paying,Radio/TV,6403,< 100 DM,< 1 year,1,Male single,None,2,Car or other,33,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,707,< 100 DM,1 - 4 years,4,Male single,None,2,Real estate,30,Bank,Own,2,Skilled,2,No,No,Low Risk
4,12,Delay in paying,Car (used),1503,< 100 DM,1 - 4 years,4,Male married/widowed,None,4,Real estate,41,None,Rent,1,Skilled,2,No,No,Low Risk
2,12,Existing credits paid back,Car (new),6078,< 100 DM,4 - 7 years,2,Male single,None,2,Car or other,32,None,Own,1,Skilled,2,No,No,Low Risk
2,27,Existing credits paid back,Business,2528,< 100 DM,< 1 year,4,Female divorced/separated/married,None,1,Building society savings,32,None,Own,1,Skilled,1,Yes,No,Low Risk
2,12,Existing credits paid back,Business,1037,100 <= savings < 500,4 - 7 years,3,Male single,None,4,Real estate,39,None,Own,1,Unskilled,2,No,No,Low Risk
1,6,Existing credits paid back,Car (used),1352,500 <= savings < 1000,Unemployed,1,Female divorced/separated/married,None,2,Building society savings,23,None,Rent,1,Unemployed,2,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,3181,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Building society savings,26,None,Own,1,Skilled,2,Yes,No,Low Risk
4,18,Existing credits paid back,Radio/TV,4594,< 100 DM,< 1 year,3,Male single,None,2,Car or other,32,None,Own,1,Skilled,2,Yes,No,Low Risk
2,48,Existing credits paid back,Others,5381,Unknown / None,Unemployed,3,Male single,None,4,Unknown / None,40,Bank,Free,1,Unemployed,2,Yes,No,Low Risk
4,15,Existing credits paid back,Car (used),4657,< 100 DM,1 - 4 years,3,Male single,None,2,Car or other,30,None,Own,1,Skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Business,1391,< 100 DM,1 - 4 years,2,Male married/widowed,None,1,Real estate,27,Bank,Own,1,Skilled,2,Yes,No,Low Risk
2,18,Existing credits paid back,Business,1913,>= 1000 DM,< 1 year,3,Male married/widowed,None,3,Real estate,36,Bank,Own,1,Skilled,2,Yes,No,Low Risk
4,42,Existing credits paid back,Radio/TV,7166,Unknown / None,4 - 7 years,2,Male married/widowed,None,4,Building society savings,29,None,Rent,1,Skilled,2,Yes,No,Low Risk
4,13,Existing credits paid back,Radio/TV,1409,100 <= savings < 500,Unemployed,2,Female divorced/separated/married,None,4,Real estate,64,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Delay in paying,Business,2978,Unknown / None,1 - 4 years,4,Male single,None,4,Real estate,32,None,Own,2,Skilled,1,Yes,No,Low Risk
4,12,Critical account,Radio/TV,976,Unknown / None,>= 7 years,4,Male single,None,4,Car or other,35,None,Own,2,Skilled,2,No,No,Low Risk
4,24,Delay in paying,Business,2375,500 <= savings < 1000,1 - 4 years,4,Male single,None,2,Car or other,44,None,Own,2,Skilled,1,Yes,No,Low Risk
4,12,Critical account,Radio/TV,522,500 <= savings < 1000,>= 7 years,4,Male single,None,4,Building society savings,42,None,Own,2,Skilled,1,Yes,No,Low Risk
4,28,Critical account,Radio/TV,2743,< 100 DM,>= 7 years,4,Male single,None,2,Car or other,29,None,Own,2,Skilled,2,No,No,Low Risk
4,11,Critical account,Radio/TV,1154,100 <= savings < 500,Unemployed,4,Female divorced/separated/married,None,4,Real estate,57,None,Own,3,Unskilled,2,No,No,Low Risk
4,24,Critical account,Car (used),5804,>= 1000 DM,1 - 4 years,4,Male single,None,2,Real estate,27,None,Own,2,Skilled,2,No,No,Low Risk
4,18,Critical account,Radio/TV,1169,Unknown / None,1 - 4 years,4,Male single,None,3,Building society savings,29,None,Own,2,Skilled,2,Yes,No,Low Risk
1,15,Critical account,Furniture/equipment,1478,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,44,None,Own,2,Skilled,1,Yes,No,Low Risk
4,12,Existing credits paid back,Radio/TV,776,< 100 DM,1 - 4 years,4,Male married/widowed,None,2,Real estate,28,None,Own,1,Skilled,2,No,No,Low Risk
2,11,Critical account,Car (new),1322,>= 1000 DM,1 - 4 years,4,Female divorced/separated/married,None,4,Car or other,40,None,Own,2,Skilled,2,No,No,Low Risk
2,16,Critical account,Car (new),1175,< 100 DM,Unemployed,2,Male single,None,3,Car or other,68,None,Free,3,Unemployed,2,Yes,No,Low Risk
4,12,Existing credits paid back,Car (new),2133,Unknown / None,>= 7 years,4,Female divorced/separated/married,None,4,Unknown / None,52,None,Free,1,Highly skilled,2,Yes,No,Low Risk
4,15,Critical account,Radio/TV,1829,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,46,None,Own,2,Skilled,2,Yes,No,Low Risk
4,12,Critical account,Radio/TV,717,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,52,None,Own,3,Skilled,2,No,No,Low Risk
2,39,Delay in paying,Education,11760,100 <= savings < 500,4 - 7 years,2,Male single,None,3,Unknown / None,32,None,Rent,1,Skilled,2,Yes,No,Low Risk
2,9,Critical account,Education,1501,< 100 DM,>= 7 years,2,Female divorced/separated/married,None,3,Car or other,34,None,Own,2,Highly skilled,2,Yes,No,High Risk
1,12,Existing credits paid back,Education,1200,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,4,Building society savings,23,Bank,Rent,1,Skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Car (new),3195,Unknown / None,1 - 4 years,1,Female divorced/separated/married,None,2,Real estate,33,None,Own,1,Unskilled,2,No,No,Low Risk
4,30,Critical account,Radio/TV,4530,< 100 DM,4 - 7 years,4,Female divorced/separated/married,None,4,Car or other,26,None,Rent,1,Highly skilled,2,Yes,No,Low Risk
4,12,Delay in paying,Repairs,1555,>= 1000 DM,>= 7 years,4,Male single,None,4,Unknown / None,55,None,Free,2,Skilled,1,No,No,High Risk
2,15,Critical account,Business,2326,500 <= savings < 1000,1 - 4 years,2,Male single,None,4,Car or other,27,Bank,Own,1,Skilled,2,No,No,Low Risk
2,18,Critical account,Business,1887,Unknown / None,1 - 4 years,4,Male married/widowed,None,4,Real estate,28,Bank,Own,2,Skilled,2,No,No,Low Risk
4,12,Critical account,Business,1264,Unknown / None,>= 7 years,4,Male single,None,4,Unknown / None,57,None,Rent,1,Unskilled,2,No,No,Low Risk
4,7,Delay in paying,Radio/TV,846,Unknown / None,>= 7 years,3,Male single,None,4,Unknown / None,36,None,Free,1,Skilled,2,No,No,Low Risk
4,15,Critical account,Education,1532,100 <= savings < 500,1 - 4 years,4,Female divorced/separated/married,None,3,Car or other,31,None,Own,1,Skilled,2,No,No,Low Risk
4,6,Delay in paying,Radio/TV,935,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,2,Real estate,24,None,Own,1,Skilled,2,No,No,Low Risk
1,27,Critical account,Business,2442,< 100 DM,>= 7 years,4,Male single,None,4,Car or other,43,Stores,Own,4,Highly skilled,1,Yes,No,Low Risk
2,18,Critical account,Business,3590,< 100 DM,Unemployed,3,Male married/widowed,None,3,Car or other,40,None,Own,3,Unemployed,1,Yes,No,Low Risk
4,21,Critical account,Furniture/equipment,2288,< 100 DM,< 1 year,4,Female divorced/separated/married,None,4,Building society savings,23,None,Own,1,Skilled,2,Yes,No,Low Risk
4,27,Delay in paying,Business,5117,< 100 DM,4 - 7 years,3,Male single,None,4,Car or other,26,None,Own,2,Skilled,2,No,No,Low Risk
1,39,Critical account,Furniture/equipment,14179,Unknown / None,4 - 7 years,4,Male single,None,4,Building society savings,30,None,Own,2,Highly skilled,2,Yes,No,Low Risk
4,15,Existing credits paid back,Radio/TV,1386,Unknown / None,1 - 4 years,4,Male married/widowed,None,2,Real estate,40,None,Rent,1,Skilled,2,Yes,No,Low Risk
4,12,Critical account,Radio/TV,618,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,56,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Furniture/equipment,1574,< 100 DM,1 - 4 years,4,Male single,None,2,Real estate,50,None,Own,1,Skilled,2,No,No,Low Risk
4,6,Critical account,Radio/TV,700,Unknown / None,>= 7 years,4,Male single,None,4,Unknown / None,36,None,Free,2,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Radio/TV,886,Unknown / None,1 - 4 years,4,Female divorced/separated/married,None,2,Car or other,21,None,Own,1,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Car (used),4686,< 100 DM,1 - 4 years,2,Male single,None,2,Unknown / None,32,None,Free,1,Highly skilled,2,Yes,No,Low Risk
2,9,Existing credits paid back,Radio/TV,790,500 <= savings < 1000,1 - 4 years,4,Female divorced/separated/married,None,3,Real estate,66,None,Own,1,Unskilled,2,No,No,Low Risk
2,12,Existing credits paid back,Radio/TV,766,500 <= savings < 1000,1 - 4 years,4,Male single,None,3,Real estate,66,None,Own,1,Unskilled,2,No,No,High Risk
1,20,Existing credits paid back,Furniture/equipment,2212,Unknown / None,4 - 7 years,4,Male single,None,4,Car or other,39,None,Own,1,Skilled,2,Yes,No,Low Risk
2,10,Existing credits paid back,Car (new),7308,< 100 DM,Unemployed,2,Male single,None,4,Unknown / None,70,Bank,Free,1,Highly skilled,2,Yes,No,Low Risk
2,24,Critical account,Education,5743,< 100 DM,< 1 year,2,Female divorced/separated/married,None,4,Unknown / None,24,None,Free,2,Skilled,2,Yes,No,Low Risk
1,14,Existing credits paid back,Car (new),3973,< 100 DM,Unemployed,1,Male single,None,4,Unknown / None,22,None,Free,1,Skilled,2,No,No,Low Risk
2,60,Delay in paying,Radio/TV,7418,Unknown / None,1 - 4 years,1,Male single,None,1,Real estate,27,None,Own,1,Unskilled,2,No,No,Low Risk
2,20,Delay in paying,Others,2629,< 100 DM,1 - 4 years,2,Male single,None,3,Car or other,29,Bank,Own,2,Skilled,2,Yes,No,Low Risk
2,18,Existing credits paid back,Business,1941,>= 1000 DM,1 - 4 years,4,Male single,None,2,Building society savings,35,None,Own,1,Unskilled,2,Yes,No,Low Risk
2,24,Delay in paying,Furniture/equipment,2333,Unknown / None,< 1 year,4,Male single,None,2,Building society savings,29,Bank,Own,1,Unskilled,2,No,No,Low Risk
4,12,Existing credits paid back,Car (used),2445,Unknown / None,< 1 year,2,Male married/widowed,None,4,Car or other,26,None,Rent,1,Skilled,2,Yes,No,Low Risk
2,20,Existing credits paid back,Car (used),6468,Unknown / None,Unemployed,1,Male divorced/separated,None,4,Real estate,60,None,Own,1,Highly skilled,2,Yes,No,Low Risk
2,18,Critical account,Furniture/equipment,7374,< 100 DM,Unemployed,4,Male single,None,4,Building society savings,40,Stores,Own,2,Highly skilled,2,Yes,No,Low Risk
4,15,Existing credits paid back,Car (used),3812,100 <= savings < 500,< 1 year,1,Female divorced/separated/married,None,4,Car or other,23,None,Own,1,Skilled,2,Yes,No,Low Risk
1,28,Existing credits paid back,Car (new),4006,< 100 DM,1 - 4 years,3,Male single,None,2,Car or other,45,None,Own,1,Unskilled,2,No,No,High Risk
2,12,Existing credits paid back,Car (new),7472,Unknown / None,Unemployed,1,Female divorced/separated/married,None,2,Real estate,24,None,Rent,1,Unemployed,2,No,No,Low Risk
3,12,Existing credits paid back,Furniture/equipment,1424,Unknown / None,>= 7 years,3,Female divorced/separated/married,None,4,Real estate,55,None,Own,1,Highly skilled,2,Yes,No,Low Risk
2,12,Existing credits paid back,Car (used),2028,Unknown / None,1 - 4 years,4,Male single,None,2,Car or other,30,None,Own,1,Skilled,2,No,No,Low Risk
4,15,Existing credits paid back,Car (new),5324,500 <= savings < 1000,>= 7 years,1,Female divorced/separated/married,None,4,Unknown / None,35,None,Free,1,Skilled,2,No,No,Low Risk
2,36,Existing credits paid back,Radio/TV,2323,< 100 DM,4 - 7 years,4,Male single,None,4,Car or other,24,None,Rent,1,Skilled,2,No,No,Low Risk
4,12,Existing credits paid back,Education,1393,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings,47,Bank,Own,3,Skilled,1,Yes,No,Low Risk
4,18,Existing credits paid back,Furniture/equipment,1984,< 100 DM,1 - 4 years,4,Male single,None,4,Unknown / None,47,Bank,Free,2,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Radio/TV,999,Unknown / None,>= 7 years,4,Male single,None,2,Car or other,25,None,Own,2,Skilled,2,No,No,Low Risk
4,36,Existing credits paid back,Business,7409,Unknown / None,>= 7 years,3,Male single,None,2,Building society savings,37,None,Own,2,Skilled,2,No,No,Low Risk
4,15,Existing credits paid back,Furniture/equipment,2186,Unknown / None,4 - 7 years,1,Female divorced/separated/married,None,4,Real estate,33,Bank,Rent,1,Unskilled,2,No,No,Low Risk
3,36,Existing credits paid back,Radio/TV,4473,< 100 DM,>= 7 years,4,Male single,None,2,Car or other,31,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Retraining,937,< 100 DM,< 1 year,4,Male married/widowed,None,3,Car or other,27,None,Own,2,Unskilled,2,No,No,Low Risk
4,18,Existing credits paid back,Furniture/equipment,3422,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings,47,Bank,Own,3,Skilled,1,Yes,No,Low Risk
4,24,Existing credits paid back,Radio/TV,3105,Unknown / None,< 1 year,4,Male single,None,2,Car or other,25,None,Own,2,Skilled,2,No,No,Low Risk
4,12,Critical account,Education,2748,< 100 DM,>= 7 years,2,Female divorced/separated/married,None,4,Unknown / None,57,Bank,Free,3,Unskilled,2,No,No,Low Risk
2,18,Existing credits paid back,Repairs,3872,< 100 DM,Unemployed,2,Female divorced/separated/married,None,4,Car or other,67,None,Own,1,Skilled,2,Yes,No,Low Risk
4,27,Existing credits paid back,Repairs,5190,Unknown / None,>= 7 years,4,Male single,None,4,Building society savings,48,None,Own,4,Skilled,1,Yes,No,Low Risk
2,18,Existing credits paid back,Furniture/equipment,3001,< 100 DM,4 - 7 years,2,Female divorced/separated/married,None,4,Real estate,40,None,Rent,1,Skilled,2,No,No,Low Risk
4,24,Delay in paying,Business,3863,< 100 DM,1 - 4 years,1,Male single,None,2,Unknown / None,32,None,Free,1,Skilled,2,No,No,Low Risk
4,12,Critical account,Furniture/equipment,5801,Unknown / None,>= 7 years,2,Male single,None,4,Building society savings,49,None,Rent,1,Skilled,2,Yes,Yes,Low Risk
4,12,Critical account,Furniture/equipment,1592,>= 1000 DM,4 - 7 years,3,Female divorced/separated/married,None,2,Building society savings,35,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Critical account,Business,1185,< 100 DM,1 - 4 years,3,Female divorced/separated/married,None,2,Real estate,27,None,Own,2,Skilled,2,No,No,Low Risk
4,18,Critical account,Furniture/equipment,3780,< 100 DM,< 1 year,3,Male divorced/separated,None,2,Car or other,35,None,Own,2,Highly skilled,2,Yes,No,Low Risk
2,18,Critical account,Furniture/equipment,3612,< 100 DM,>= 7 years,3,Female divorced/separated/married,None,4,Building society savings,37,None,Own,1,Skilled,2,Yes,Yes,Low Risk
4,12,Existing credits paid back,Business,1076,< 100 DM,1 - 4 years,2,Male married/widowed,None,2,Real estate,26,None,Own,1,Skilled,2,Yes,No,Low Risk
4,12,Existing credits paid back,Car (new),3527,Unknown / None,< 1 year,2,Male single,None,3,Building society savings,45,None,Own,1,Highly skilled,1,Yes,No,Low Risk
4,18,Existing credits paid back,Radio/TV,2051,< 100 DM,< 1 year,4,Male single,None,1,Real estate,33,None,Own,1,Skilled,2,No,No,Low Risk
4,12,Critical account,Furniture/equipment,3331,< 100 DM,>= 7 years,2,Male single,None,4,Building society savings,42,Stores,Own,1,Skilled,2,No,No,Low Risk
1,18,No credit history,Business,3104,< 100 DM,4 - 7 years,3,Male single,None,1,Building society savings,31,Bank,Own,1,Skilled,2,Yes,No,Low Risk
4,24,Critical account,Radio/TV,2611,< 100 DM,>= 7 years,4,Male married/widowed,Co-applicant,3,Real estate,46,None,Own,2,Skilled,2,No,No,Low Risk
1,12,Critical account,Car (used),1409,< 100 DM,>= 7 years,4,Male single,None,3,Real estate,54,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Radio/TV,1311,100 <= savings < 500,4 - 7 years,4,Male married/widowed,None,3,Building society savings,26,None,Own,1,Skilled,2,Yes,No,Low Risk
4,6,Existing credits paid back,Radio/TV,2108,< 100 DM,4 - 7 years,2,Male married/widowed,None,2,Real estate,29,None,Rent,1,Skilled,2,No,No,Low Risk
4,24,Critical account,Car (used),4042,Unknown / None,4 - 7 years,3,Male single,None,4,Building society savings,43,None,Own,2,Skilled,2,Yes,No,Low Risk
4,12,Critical account,Car (new),926,< 100 DM,Unemployed,1,Female divorced/separated/married,None,2,Building society savings,38,None,Own,1,Unemployed,2,No,No,Low Risk
1,12,Existing credits paid back,Radio/TV,1680,500 <= savings < 1000,>= 7 years,3,Male married/widowed,None,1,Real estate,35,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Existing credits paid back,Car (new),1249,< 100 DM,< 1 year,4,Male married/widowed,None,2,Real estate,28,None,Own,1,Skilled,2,No,No,Low Risk
4,24,Critical account,Car (new),2463,100 <= savings < 500,4 - 7 years,4,Male married/widowed,None,3,Building society savings,27,None,Own,2,Skilled,2,Yes,No,Low Risk
4,6,Existing credits paid back,Radio/TV,1595,< 100 DM,4 - 7 years,3,Male single,None,2,Building society savings,51,None,Own,1,Skilled,1,No,No,Low Risk
4,24,Critical account,Repairs,2058,< 100 DM,1 - 4 years,4,Male divorced/separated,None,2,Real estate,33,None,Own,2,Skilled,2,Yes,No,Low Risk
4,24,Existing credits paid back,Car (used),7814,< 100 DM,4 - 7 years,3,Male single,None,3,Car or other,38,None,Own,1,Highly skilled,2,Yes,No,Low Risk
4,6,Critical account,Radio/TV,1740,< 100 DM,>= 7 years,2,Male married/widowed,None,2,Real estate,30,None,Rent,2,Skilled,2,No,No,Low Risk
4,12,Critical account,Radio/TV,1240,Unknown / None,>= 7 years,4,Female divorced/separated/married,None,2,Real estate,38,None,Own,2,Skilled,2,Yes,No,Low Risk
